ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,go_counts,bin,pmc_GN,PMC_protein_name,new_protein_name,match_result,processing_time
CLAP2_HUMAN,O75122,CLASP2,CLIP-associating protein 2,5,30,20,55,bin_5,108,5,CLASP-170 ring-finger protein 2,0,7.5
JAG1_HUMAN,P78504,JAG1,Protein jagged-1,6,44,5,55,bin_5,1976,1849,Jagged 1 extracellular domain,0,1.89
NIPBL_HUMAN,Q6KC79,NIPBL,Nipped-B-like protein,7,39,9,55,bin_5,430,35,"NIPBL DNA helicase, N-terminally processed",0,3.53
CFTR_HUMAN,P13569,CFTR,Cystic fibrosis transmembrane conductance regulator ,16,21,18,55,bin_5,14074,13542,Cystic fibrosis transmembrane conductance regulator,1,4.93
NRG1_HUMAN,Q15491,NRG1,Neuregulin-1,11,37,7,55,bin_5,2457,2924,Neuregulin-1,1,6.65
BIN1_HUMAN,O75515,BIN1,Myc box-dependent-interacting protein 1,10,22,23,55,bin_5,676,1,Endophilin-A1,0,2.28
CCR7_HUMAN,P32248,CCR7,C-C chemokine receptor type 7,6,45,4,55,bin_5,4852,705,C-C motif chemokine receptor 7,0,3.65
TRPV1_HUMAN,Q8NER1,TRPV1,Transient receptor potential cation channel subfamily V member 1,14,35,6,55,bin_5,8829,468,Vanilloid receptor 1,0,0.42
NAC1_HUMAN,Q9UDN1,SLC8A1,Sodium/calcium exchanger 1,6,35,14,55,bin_5,136,594,Sodium-calcium exchanger 1,0,3.97
LIRB1_HUMAN,Q8NHL6,LILRB1,Leukocyte immunoglobulin-like receptor subfamily B member 1,11,40,4,55,bin_5,417,41,Leukocyte immunoglobulin-like receptor subfamily B member 1,1,1.92
AURKB_HUMAN,O95083,AURKB,Aurora kinase B ,5,35,15,55,bin_5,1466,1540,Serine/threonine-protein kinase AURKB,0,0.79
CSF1R_HUMAN,P07333,CSF1R,Macrophage colony-stimulating factor 1 receptor,7,42,6,55,bin_5,2384,7226,Macrophage colony-stimulating factor 1 receptor beta chain,0,2.2
BNIP3_HUMAN,Q12983,BNIP3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 ,3,42,10,55,bin_5,1812,0,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,1,1.68
BTK_HUMAN,Q06187,BTK,Tyrosine-protein kinase BTK,8,40,7,55,bin_5,4838,2655,Tec kinase B-cell activation antigen,0,2.49
PCSK9_HUMAN,Q8NBP7,PCSK9,Proprotein convertase subtilisin/kexin type 9,10,27,18,55,bin_5,6392,5180,"Proprotein convertase subtilisin/kexin type 9, soluble form",0,3.69
HES5_HUMAN,Q5TA89,HES5,Transcription factor HES-5,6,46,3,55,bin_5,632,41,Hairy and enhancer of split 5 homolog,0,3.8
IQGA1_HUMAN,P46940,IQGAP1,Ras GTPase-activating-like protein IQGAP1,15,17,23,55,bin_5,727,23,IQ motif-containing GTPase-activating protein 1,0,0.59
FOXC2_HUMAN,Q99958,FOXC2,Forkhead box protein C2,11,40,4,55,bin_5,608,177,Forkhead box protein C2,1,4.77
APOA4_HUMAN,P06727,APOA4,Apolipoprotein A-IV,10,31,14,55,bin_5,379,1069,Apolipoprotein A-IV,1,1.57
ITBP1_HUMAN,O14713,ITGB1BP1,Integrin beta-1-binding protein 1,3,39,13,55,bin_5,71,58,Integrin subunit beta-1-binding protein 1,0,0.24
TBX2_HUMAN,Q13207,TBX2,T-box transcription factor TBX2,8,44,4,56,bin_5,458,275,T-box transcription factor TBX2,1,1.74
PK3CG_HUMAN,P48736,PIK3CG,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",10,41,5,56,bin_5,606,60,Phosphatidylinositol 3-kinase catalytic subunit gamma,0,1.33
S22A2_HUMAN,O15244,SLC22A2,Solute carrier family 22 member 2 ,18,31,7,56,bin_5,598,786,Sodium-dependent organic cation transporter 2,0,2.84
KPCB_HUMAN,Q9UEH8,PRKCB,Protein kinase C beta type,12,33,11,56,bin_5,273,360,Protein kinase C beta type,1,2.57
DYN2_HUMAN,P50570,DNM2,Dynamin-2 ,6,25,25,56,bin_5,335,1233,Dynamin-2,1,1.81
EPHA2_HUMAN,P29317,EPHA2,Ephrin type-A receptor 2,7,40,9,56,bin_5,1558,1378,Eph receptor A2,0,2.4
PGFRB_HUMAN,P09619,PDGFRB,Platelet-derived growth factor receptor beta,12,33,11,56,bin_5,6357,6239,Platelet-derived growth factor receptor beta,1,0.74
AK1C3_HUMAN,Q9UKL9,AKR1C3,Aldo-keto reductase family 1 member C3,23,29,4,56,bin_5,711,362,"20-alpha-hydroxysteroid dehydrogenase, NADP-dependent",0,1.06
APOB_HUMAN,Q13788,APOB,Apolipoprotein B-48,5,26,25,56,bin_5,16842,855,Apolipoprotein B-100,0,1.84
FOXF1_HUMAN,Q12946,FOXF1,Forkhead box protein F1,6,47,3,56,bin_5,408,141,Forkhead box protein F1,1,1.72
FOSL2_HUMAN,P15408,FOSL2,Fos-related antigen 2,6,46,4,56,bin_5,415,332,Fos-related antigen 2,1,2.32
SOX17_HUMAN,Q9H6I2,SOX17,Transcription factor SOX-17,6,46,4,56,bin_5,1090,711,Sex-determining region Y-box protein 17,0,3.06
ATG5_HUMAN,Q9H1Y0,ATG5,Autophagy protein 5 ,1,42,13,56,bin_5,5193,1751,Autophagy protein 5,1,3.31
APC_HUMAN,P25054,APC,Adenomatous polyposis coli protein,8,30,18,56,bin_5,35292,4220,Adenomatous polyposis coli protein,1,3.58
REST_HUMAN,Q13127,REST,RE1-silencing transcription factor,9,42,5,56,bin_5,199689,849,NRSF,0,0.91
PAK1_HUMAN,Q13153,PAK1,Serine/threonine-protein kinase PAK 1 ,7,31,18,56,bin_5,2031,3064,p21 protein (RAC1) activated kinase 1,0,3.3
MMP14_HUMAN,P50281,MMP14,Matrix metalloproteinase-14,6,41,9,56,bin_5,2209,1849,Matrix metalloproteinase-14,1,0.5
CD4_HUMAN,P01730,CD4,T-cell surface glycoprotein CD4,16,32,8,56,bin_5,204530,22242,T-cell surface glycoprotein CD4,1,1.68
TGFB3_HUMAN,P10600,TGFB3,Transforming growth factor beta-3,8,39,9,56,bin_5,2846,1102,Transforming growth factor-beta 3,0,1.85
HMGA2_HUMAN,P52926,HMGA2,High mobility group protein HMGI-C,15,35,6,56,bin_5,1991,90,High mobility group protein HMG-I/HMG-Y,0,1.2
CO1A1_HUMAN,Q15201,COL1A1,Collagen alpha-1(I) chain,5,45,6,56,bin_5,5854,2063,Fibrillar collagen alpha-1 chain,0,1.49
COMT_HUMAN,P21964,COMT,Catechol O-methyltransferase ,4,44,8,56,bin_5,6187,6472,Catechol O-methyltransferase,1,1.71
COR1A_HUMAN,P31146,CORO1A,Coronin-1A,8,31,17,56,bin_5,117,103,F-actin-capping protein subunit alpha-1,0,1.47
ACHB2_HUMAN,P17787,CHRNB2,Neuronal acetylcholine receptor subunit beta-2,7,39,10,56,bin_5,168,219,Neuronal acetylcholine receptor subunit beta-2,1,0.51
UFO_HUMAN,P30530,AXL,Tyrosine-protein kinase receptor UFO,7,42,7,56,bin_5,2912,54,Axonal growth factor receptor AXL,0,3.12
HYAL2_HUMAN,Q12891,HYAL2,Hyaluronidase-2,9,33,15,57,bin_5,301,117,Endothelial heparan sulfate 2-glucosaminidase,0,3.06
HAND2_HUMAN,P61296,HAND2,Heart- and neural crest derivatives-expressed protein 2,9,44,4,57,bin_5,685,65,Hematopoietically expressed homeobox protein HOX-A1,0,3.74
AXIN1_HUMAN,SGKSASTEVP,AXIN1,Axin-1,14,30,13,57,bin_5,666,70,Axin-1 protein,0,1.35
EDNRB_HUMAN,Q8NHM9,EDNRB,Endothelin receptor type B ,3,52,2,57,bin_5,774,1566,Endothelin receptor type B,1,1.72
MP2K1_HUMAN,Q02750,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1 ,11,35,11,57,bin_5,2468,141,Dual specificity mitogen-activated protein kinase kinase 1,1,1.96
INP5K_HUMAN,Q9BT40,INPP5K,Inositol polyphosphate 5-phosphatase K ,11,35,11,57,bin_5,34,45,Phosphatidylinositide phosphatase SAC2 homolog 1,0,0.89
TTP_HUMAN,P26651,ZFP36,mRNA decay activator protein ZFP36 ,12,38,7,57,bin_5,656,136,Zinc finger protein ZPR1-binding protein ZFP-36,0,1.23
FCG2B_HUMAN,P31994,FCGR2B,Low affinity immunoglobulin gamma Fc region receptor II-b,5,48,4,57,bin_5,626,3,Low-affinity IgG receptor IIb,0,1.51
FADD_HUMAN,Q13158,FADD,FAS-associated death domain protein ,11,38,8,57,bin_5,4331,2434,Fas-associated death domain protein,1,0.37
CALM1_HUMAN,Q96HK3,CALM1,Calmodulin-1 ,9,31,17,57,bin_5,251,129,Calmodulin 1,0,2.12
STXB1_HUMAN,P61764,STXBP1,Syntaxin-binding protein 1,8,30,19,57,bin_5,503,1148,StX1B protein,0,2.22
CATA_HUMAN,P04040,CAT,Catalase,10,32,15,57,bin_5,167775,84774,Carboxyl-ester lipase,0,0.34
TRAF2_HUMAN,Q12933,TRAF2,TNF receptor-associated factor 2,17,28,12,57,bin_5,2054,1258,TNF receptor-associated factor 2,1,1.24
HMGB2_HUMAN,P26583,HMGB2,High mobility group protein B2,17,31,9,57,bin_5,642,96,High mobility group protein B2,1,1.11
CHD7_HUMAN,Q9NXA3,CHD7,Chromodomain-helicase-DNA-binding protein 7,9,44,4,57,bin_5,696,188,Chromatin helicase DNA binding protein 7,0,1.48
PLEC_HUMAN,Q6S382,PLEC,Plectin,7,33,17,57,bin_5,559,725,Plectin,1,0.33
SMAD1_HUMAN,Q15797,SMAD1,Mothers against decapentaplegic homolog 1,12,34,11,57,bin_5,3358,10257,"Mad homolog protein 1, N-terminally processed",0,0.65
BIP_HUMAN,P11021,HSPA5,Endoplasmic reticulum chaperone BiP ,14,26,17,57,bin_5,6553,6260,Heat shock protein HSP70-1,0,3.48
FOXO1_HUMAN,Q12778,FOXO1,Forkhead box protein O1 ,13,38,6,57,bin_5,7205,4117,Forkhead box protein O1,1,0.34
ITA3_HUMAN,P26006,ITGA3,Integrin alpha-3 light chain,8,30,19,57,bin_5,276,13,ITGA3 protein,0,0.25
KSPKVLKGHD,Q969H0,FBXW7,F-box/WD repeat-containing protein 7 ,8,36,13,57,bin_5,1638,936,F-box only protein 7,0,1.43
ADCY8_HUMAN,P40145,ADCY8,Adenylate cyclase type 8 ,10,29,19,58,bin_5,80,1274,Adenylate cyclase type 8,1,1.4
AAPK2_HUMAN,P54646,PRKAA2,5'-AMP-activated protein kinase catalytic subunit alpha-2,11,36,11,58,bin_5,374,32,Protein kinase AMP-activated non-catalytic subunit alpha-2,0,1.09
SOX4_HUMAN,Q06945,SOX4,Transcription factor SOX-4 ,7,45,6,58,bin_5,1021,968,Transcription factor SOX-4,1,0.46
RTN4_HUMAN,Q9H3I3,RTN4,Reticulon-4 ,5,41,12,58,bin_5,783,115,Neurofascin,0,6.81
CDK2_HUMAN,P24941,CDK2,Cyclin-dependent kinase 2,8,31,19,58,bin_5,9280,5141,Cyclin-dependent kinase 2,1,1.29
GATA4_HUMAN,P43694,GATA4,Transcription factor GATA-4,14,39,5,58,bin_5,3429,2142,HNF-1-related protein 4,0,1.47
KDM1A_HUMAN,O60341,KDM1A,Lysine-specific histone demethylase 1A ,19,32,7,58,bin_5,1256,107,Lysine-specific demethylase 1A,0,4.67
NUMA1_HUMAN,Q14980,NUMA1,Nuclear mitotic apparatus protein 1 ,10,20,28,58,bin_5,350,1235,Nucleoprotein-like protein 1,0,2.82
NLGN2_HUMAN,Q8NFZ4,NLGN2,Neuroligin-2,4,40,14,58,bin_5,78,210,Neuronal vesicle trafficking-associated protein 2,0,2.79
CLC7A_HUMAN,Q96PA4,CLEC7A,C-type lectin domain family 7 member A,6,48,4,58,bin_5,293,102,Dectin-1,0,1.69
ITA2_HUMAN,P17301,ITGA2,Integrin alpha-2,10,39,9,58,bin_5,428,1606,Fibronectin type III and IV repeat-containing protein alpha-2 chain,0,2.18
RAD51_HUMAN,Q06609,RAD51,DNA repair protein RAD51 homolog 1 ,12,25,21,58,bin_5,6176,1128,Recombinase RAD51 large subunit,0,3.04
IRGM_HUMAN,A1A4Y4,IRGM,Immunity-related GTPase family M protein ,9,37,12,58,bin_5,347,57,"Immunoglobulin-like protein 2, mitochondrial",0,4.48
VPS35_HUMAN,Q9NZK2,VPS35,Vacuolar protein sorting-associated protein 35,1,39,19,59,bin_5,562,26,Vacuolar protein sorting-associated protein 35 homolog,0,0.51
NPM_HUMAN,Q96DC4,NPM1,Nucleophosmin,15,31,13,59,bin_5,3243,3654,Nucleophosmin,1,0.51
OSR1_HUMAN,Q8TAX0,OSR1,Protein odd-skipped-related 1,4,51,4,59,bin_5,430,55,Odd-specific transcription factor 1 (Zinc finger protein A-kinase anchoring protein 12),0,1.23
TRI32_HUMAN,Q13049,TRIM32,E3 ubiquitin-protein ligase TRIM32 ,11,40,8,59,bin_5,248,157,E3 ubiquitin-protein ligase TRIM32,1,1.13
LRP2_HUMAN,P98164,LRP2,Low-density lipoprotein receptor-related protein 2,8,36,15,59,bin_5,486,842,Low-density lipoprotein receptor-related protein 2,1,0.54
MSX1_HUMAN,P28360,MSX1,Homeobox protein MSX-1 ,8,46,5,59,bin_5,1249,118,Homeobox protein Hox-2.5-like homeodomain-containing protein 1,0,1.01
SMAD7_HUMAN,O15105,SMAD7,Mothers against decapentaplegic homolog 7,10,39,10,59,bin_5,3021,3301,"Mad protein 7, SMAD family member 7",0,3.74
TISB_HUMAN,Q07352,ZFP36L1,mRNA decay activator protein ZFP36L1 ,6,48,5,59,bin_5,172,18,"Zinc finger protein ZPR1, isoform C ZFP36L1, zinc finger protein A20-like 1, ZFP-36-like 1",0,8.27
SRBP1_HUMAN,Q8TAK9,SREBF1,Processed sterol regulatory element-binding protein 1 ,13,36,10,59,bin_5,2541,556,Sterol regulatory element-binding protein 1,0,2.73
ARF6_HUMAN,P62330,ARF6,ADP-ribosylation factor 6 ,6,35,18,59,bin_5,1247,818,ADP-ribosylation factor 6,1,1.09
ACVR1_HUMAN,Q04771,ACVR1,Activin receptor type-1,15,40,4,59,bin_5,751,271,Activin receptor type-1,1,0.28
RPGF2_HUMAN,Q9Y4G8,RAPGEF2,Rap guanine nucleotide exchange factor 2,9,37,14,60,bin_5,88,187,Rap guanine nucleotide exchange factor 2,1,0.37
CRF_HUMAN,P06850,CRH,Corticoliberin,6,49,5,60,bin_5,8118,16634,Corticotropin-releasing hormone,0,0.61
KCNJ8_HUMAN,Q15842,KCNJ8,ATP-sensitive inward rectifier potassium channel 8,7,45,8,60,bin_5,124,481,Potassium inwardly-rectifying channel subfamily J member 8,0,2.49
HIPK2_HUMAN,Q9H2X6,HIPK2,Homeodomain-interacting protein kinase 2,10,43,7,60,bin_5,487,318,Homeodomain-interacting protein kinase 2,1,0.81
AT132_HUMAN,Q9NQ11,ATP13A2,Polyamine-transporting ATPase 13A2 ,11,35,14,60,bin_5,388,3,Plasma membrane-bound ATPase ATP13A2,0,0.36
SNP25_HUMAN,Q5U0B5,SNAP25,Synaptosomal-associated protein 25,8,21,31,60,bin_5,2950,1952,Synaptosomal-associated protein 25,1,0.32
GCR_HUMAN,P04150,NR3C1,Glucocorticoid receptor,19,29,12,60,bin_5,1561,28702,Glucocorticoid receptor,1,3.79
HS71B_HUMAN,P0DMV9,HSPA1B,Heat shock 70 kDa protein 1B ,15,25,20,60,bin_5,357,105,Heat shock protein HSP90-beta,0,0.61
GHSR_HUMAN,Q92847,GHSR,Growth hormone secretagogue receptor type 1,5,47,8,60,bin_5,1327,2972,Growth hormone-releasing hormone receptor,0,2.46
RYR2_HUMAN,LPRHRAVNLF,RYR2,Ryanodine receptor 2 ,12,38,10,60,bin_5,8443,7898,Ryanodine receptor 2,1,1.19
TFR1_HUMAN,P02786,TFRC,"Transferrin receptor protein 1, serum form",9,29,22,60,bin_5,888,103,Transferrin receptor protein 1,0,3.41
IHH_HUMAN,Q14623,IHH,Indian hedgehog protein N-product,4,51,5,60,bin_5,1884,1,Fibroblast growth factor receptor homologous factor 2,0,4.02
SORL_HUMAN,Q92673,SORL1,Sortilin-related receptor,7,31,22,60,bin_5,497,134,Sortilin-1,0,2.88
CHIP_HUMAN,Q9UNE7,STUB1,E3 ubiquitin-protein ligase CHIP ,18,31,11,60,bin_5,678,1046,"STIP1 homolog, STIP1-like protein 1",0,0.99
B2CL1_HUMAN,Q07817,BCL2L1,Bcl-2-like protein 1,4,45,11,60,bin_5,8652,1300,Bcl-2-like protein 1,1,1.04
TGBR3_HUMAN,Q03167,TGFBR3,Transforming growth factor beta receptor type 3,14,40,7,61,bin_5,831,5872,Transforming growth factor-beta receptor type-3,0,0.38
TERT_HUMAN,O14746,TERT,Telomerase reverse transcriptase,15,32,14,61,bin_5,41289,21113,Telomerase reverse transcriptase,1,0.36
5HT2A_HUMAN,P28223,HTR2A,5-hydroxytryptamine receptor 2A,9,39,13,61,bin_5,939,4339,5-hydroxytryptamine receptor 2A,1,0.23
BRAF_HUMAN,Q3MIN6,BRAF,Serine/threonine-protein kinase B-raf ,11,42,8,61,bin_5,24715,13294,Serine/threonine-protein kinase B-raf,1,1.24
WNT11_HUMAN,O96014,WNT11,Protein Wnt-11,4,53,4,61,bin_5,651,69,Protein Wnt-11,1,0.62
FOS_HUMAN,P01100,FOS,Protein c-Fos ,12,42,7,61,bin_5,37555,28316,Fos-related antigen 1,0,0.39
PPARD_HUMAN,Q03181,PPARD,Peroxisome proliferator-activated receptor delta,13,45,3,61,bin_5,445,3910,Peroxisome proliferator-activated receptor delta,1,1.54
SPHK1_HUMAN,Q9NYA1,SPHK1,Sphingosine kinase 1 ,11,39,11,61,bin_5,1351,2811,Sphingosine kinase 1,1,1.46
UROM_HUMAN,P07911,UMOD,"Uromodulin, secreted form",2,46,13,61,bin_5,1157,67,Uromodulin,0,4.47
AT2B4_HUMAN,P23634,ATP2B4,Plasma membrane calcium-transporting ATPase 4 ,13,35,13,61,bin_5,130,2824,Plasma membrane calcium-transporting ATPase 4,1,0.47
NEB2_HUMAN,Q96SB3,PPP1R9B,Neurabin-2,7,38,16,61,bin_5,28,4,Protein phosphatase 1 regulatory subunit 9B,0,0.7
RELN_HUMAN,P78509,RELN,Reelin ,5,48,8,61,bin_5,1762,2138,Reelin,1,0.48
ANPRB_HUMAN,Q9UQ50,NPR2,Atrial natriuretic peptide receptor 2,9,46,6,61,bin_5,324,2766,Natriuretic peptide receptor type B,0,0.47
PAR1_HUMAN,P25116,F2R,Proteinase-activated receptor 1 ,5,46,10,61,bin_5,173,2787,F2 receptor,0,0.31
LRP1_HUMAN,Q07954,LRP1,Low-density lipoprotein receptor-related protein 1 intracellular domain,14,35,13,62,bin_5,1929,96,Low-density lipoprotein receptor-related protein 1,0,1.62
NKX31_HUMAN,Q99801,NKX3-1,Homeobox protein Nkx-3.1 ,13,44,5,62,bin_5,609,14,Homeobox protein NKX-3.1,1,3.02
ADA17_HUMAN,P78536,ADAM17,Disintegrin and metalloproteinase domain-containing protein 17,13,39,10,62,bin_5,2929,2580,Disintegrin and metalloproteinase domain-containing protein 17,1,3.27
RAGE_HUMAN,Q3L1R7,AGER,Advanced glycosylation end product-specific receptor,10,45,7,62,bin_5,2220,62,Pleiotrophin,0,0.83
PTN6_HUMAN,P29350,PTPN6,Tyrosine-protein phosphatase non-receptor type 6,9,40,13,62,bin_5,1572,3822,Tyrosine-protein phosphatase non-receptor type 6,1,2.77
DVL1_HUMAN,O14640,DVL1,Segment polarity protein dishevelled homolog DVL-1,6,40,16,62,bin_5,446,6,Dishevelled segment polarity protein 1,0,1.02
CASP8_HUMAN,Q9UQ81,CASP8,Caspase-8 subunit p10 ,12,38,12,62,bin_5,5663,18,Caspase-8 subunit p10,1,5.02
SMCA4_HUMAN,P51532,SMARCA4,Transcription activator BRG1,15,31,16,62,bin_5,2029,855,SNF2 histone linker protein SMARCA4,0,2.36
PLCB1_HUMAN,Q9H4H2,PLCB1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 ",9,43,10,62,bin_5,366,165,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",1,2.72
RB11A_HUMAN,P62491,RAB11A,Ras-related protein Rab-11A ,7,31,24,62,bin_5,516,943,Ras-related protein Rab-11A,1,2.86
RUVB2_HUMAN,Q9Y230,RUVBL2,RuvB-like 2,16,27,19,62,bin_5,242,48,RuvB-like NTPase 2,0,5.65
TLR3_HUMAN,O15455,TLR3,Toll-like receptor 3 ,5,46,11,62,bin_5,6172,3683,Toll-like receptor 3,1,0.32
DRB1_HUMAN,Q9UIN0,HLA-DRB1,"HLA class II histocompatibility antigen, DRB1 beta chain",7,36,19,62,bin_5,11047,2138,"HLA class II histocompatibility antigen, DR beta 1 chain",0,1.97
XRCC5_HUMAN,P13010,XRCC5,X-ray repair cross-complementing protein 5,15,29,18,62,bin_5,1040,2091,DNA repair protein XRCC5,0,1.5
M3K7_HUMAN,Q9NZ70,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,17,38,7,62,bin_5,271,1382,Mitogen-activated protein kinase kinase kinase 7,1,0.66
RASH_HUMAN,P01112,HRAS,"GTPase HRas, N-terminally processed",5,47,10,62,bin_5,8130,2,Transformed rat liver cell-derived protein Ras,0,4.94
CRKL_HUMAN,P46109,CRKL,Crk-like protein,7,49,6,62,bin_5,690,94,T-lymphoid cell-specific protein tyrosine kinase,0,0.6
CP1A1_HUMAN,P04798,CYP1A1,Cytochrome P450 1A1 ,19,41,3,63,bin_5,11044,2479,Cytochrome P450 1A1,1,4.25
APOA2_HUMAN,P02652,APOA2,Truncated apolipoprotein A-II,16,37,10,63,bin_5,364,121,ApoA-2,0,2.36
ERBB4_HUMAN,Q15303,ERBB4,ERBB4 intracellular domain,9,38,16,63,bin_5,2619,150,ERBB4 intracellular domain 2 or Neuroglycogen protein,0,5.04
MYC_HUMAN,P01106,MYC,Myc proto-oncogene protein,14,42,7,63,bin_5,51040,23392,c-Myc protein,0,0.43
MK_HUMAN,P21741,MDK,Midkine ,4,58,1,63,bin_5,1060,1167,Macrophage-derived hepatocyte growth factor,0,0.36
NFKB1_HUMAN,P19838,NFKB1,Nuclear factor NF-kappa-B p50 subunit,11,40,12,63,bin_5,2204,3596,NF-kappa-B p105 subunit,0,0.78
CEAM1_HUMAN,Q13860,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1 ,10,39,14,63,bin_5,896,715,Carcinoembryonic antigen-related cell adhesion molecule 1,1,0.67
ADA2A_HUMAN,P08913,ADRA2A,Alpha-2A adrenergic receptor ,10,42,11,63,bin_5,668,11485,Alpha-2B adrenergic receptor,0,1.22
CUL3_HUMAN,Q13618,CUL3,Cullin-3 ,7,40,16,63,bin_5,978,415,Cullin-3,1,1.94
BL1S6_HUMAN,Q9UL45,BLOC1S6,Biogenesis of lysosome-related organelles complex 1 subunit 6,5,42,16,63,bin_5,57,14,BLOC-1 subunit 6,0,3.73
SFRP2_HUMAN,Q96HF1,SFRP2,Secreted frizzled-related protein 2,5,56,2,63,bin_5,813,805,Secreted frizzled-related protein 2,1,2.84
DHX36_HUMAN,Q9H2U1,DHX36,ATP-dependent DNA/RNA helicase DHX36 ,19,32,12,63,bin_5,127,0,DEAH-box helicase 36,0,0.25
VPS4A_HUMAN,Q9UN37,VPS4A,Vacuolar protein sorting-associated protein 4A ,4,41,18,63,bin_5,175,5,Vacuolar protein sorting-associated protein 4A subunit A,0,0.43
NOTC2_HUMAN,Q04721,NOTCH2,Notch 2 intracellular domain,6,47,10,63,bin_5,2103,783,Notch 1 intracellular domain protein 2,0,3.08
KS6B1_HUMAN,P23443,RPS6KB1,Ribosomal protein S6 kinase beta-1,10,42,11,63,bin_5,341,185,"Ribsomal protein 6 kinase B, 70kDa",0,1.5
NRAM2_HUMAN,Q96J35,SLC11A2,Natural resistance-associated macrophage protein 2,15,22,26,63,bin_5,154,846,Natural resistance-associated macrophage protein 1,0,0.68
CCL3_HUMAN,P10147,CCL3,MIP-1-alpha(4-69),9,50,4,63,bin_5,4977,0,MIP-1-alpha,0,0.85
PICAL_HUMAN,Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein,10,34,19,63,bin_5,444,72,Phosphatidylinositol-binding clathrin assembly protein,1,0.31
GATA1_HUMAN,P15976,GATA1,Erythroid transcription factor,16,41,6,63,bin_5,3095,13354,GATA-binding protein 1,0,1.25
BLM_HUMAN,P54132,BLM,RecQ-like DNA helicase BLM ,24,27,13,64,bin_5,5819,36,Bloom syndrome protein,0,0.81
ADA10_HUMAN,O14672,ADAM10,Disintegrin and metalloproteinase domain-containing protein 10 ,12,29,23,64,bin_5,2048,1803,Disintegrin and metalloproteinase domain-containing protein 10,1,0.9
TBX3_HUMAN,O15119,TBX3,T-box transcription factor TBX3,7,54,3,64,bin_5,658,382,T-box transcription factor TBX3,1,0.54
BCL6_HUMAN,P41182,BCL6,B-cell lymphoma 6 protein,12,47,5,64,bin_5,4479,2000,B-cell lymphoma/leukemia 6 protein,0,10.17
KAT2B_HUMAN,Q92831,KAT2B,Histone acetyltransferase KAT2B,16,36,12,64,bin_5,157,77,Lysine-specific demethylase 5B,0,1.13
NOS1_HUMAN,P29475,NOS1,Nitric oxide synthase 1 ,14,33,17,64,bin_5,3757,55778,Neuronal nitric-oxide synthase,0,1.3
WNT1_HUMAN,P04628,WNT1,Proto-oncogene Wnt-1,5,51,9,65,bin_5,4000,311,Protein Wnt-1,0,3.15
CD5R1_HUMAN,Q15078,CDK5R1,"Cyclin-dependent kinase 5 activator 1, p25",14,30,21,65,bin_5,259,251,CDK5 regulatory subunit-associated protein 1,0,2.77
FOXO3_HUMAN,O43524,FOXO3,Forkhead box protein O3 ,14,42,9,65,bin_5,3825,2918,Forkhead box protein O3,1,0.41
PAR2_HUMAN,P55085,F2RL1,"Proteinase-activated receptor 2, alternate cleaved 2",7,54,4,65,bin_5,260,3,Fibroleukin,0,2.45
PGFRA_HUMAN,P16234,PDGFRA,Platelet-derived growth factor receptor alpha,10,42,13,65,bin_5,3355,6472,Platelet-derived growth factor receptor alpha,1,0.95
CADH2_HUMAN,P19022,CDH2,Cadherin-2,9,32,24,65,bin_5,1315,28307,"Cadherin 2, type 1, N-cadherin (neuronal)",0,5.78
CH60_HUMAN,P10809,HSPD1,"60 kDa heat shock protein, mitochondrial",17,30,18,65,bin_5,523,184,Heat-shock protein HSP60,0,0.4
TLR9_HUMAN,Q9NR96,TLR9,Toll-like receptor 9,5,45,15,65,bin_5,6860,4897,Toll-like receptor 9,1,2.42
LARG1_HUMAN,O95461,LARGE1,"Beta-1,3-glucuronyltransferase LARGE1 ",7,53,5,65,bin_5,134,0,"Beta-1,3-glucuronyltransferase LARGE1",1,0.4
STK11_HUMAN,Q15831,STK11,Serine/threonine-protein kinase STK11 ,8,47,10,65,bin_5,2723,1895,Serine/threonine kinase 11,0,0.51
KPCE_HUMAN,Q02156,PRKCE,Protein kinase C epsilon type,13,40,12,65,bin_5,863,515,"Protein kinase C, epsilon type",0,2.53
CEBPB_HUMAN,P17676,CEBPB,CCAAT/enhancer-binding protein beta ,16,40,9,65,bin_5,1100,4169,CCAAT/enhancer-binding protein beta,1,4.52
GHRL_HUMAN,Q9UBU3,GHRL,Obestatin,4,54,8,66,bin_5,428,13013,Obestatin,1,0.63
CX3C1_HUMAN,P49238,CX3CR1,CX3C chemokine receptor 1 ,8,50,8,66,bin_5,3470,1577,C-X3-C chemokine receptor type 1,0,0.66
CP1B1_HUMAN,Q16678,CYP1B1,Cytochrome P450 1B1 ,7,56,3,66,bin_5,3076,1140,Cytochrome P450 1B1,1,0.9
